Proteins, Eliot EXO, Clov EXO, Tato EXO, Samo EXO, Flash EXO, Gus 2 EXO,Fritz 2 EXO,Tessa 2 EXO,Fritz 1 EXO,Tessa 1 EXO,Gus 1 EXO
Methionine aminopeptidase 2 OS=Leishmania infantum OX=5671 GN=LINF_210014700 PE=3 SV=1,0,0,0,0,2,0,2,0,3,0,0
Methionine aminopeptidase OS=Leishmania infantum OX=5671 GN=LINF_190010300 PE=3 SV=1,2,0,0,0,0,4,0,0,0,0,0
Methionyl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=LINF_210013900 PE=3 SV=1,20,2,3,14,5,27,6,0,9,16,8
Methylenetetrahydrofolate reductase (NAD(P)H) OS=Leishmania infantum OX=5671 GN=LINF_360075200 PE=3 SV=1,3,0,0,0,0,0,0,0,0,0,0
Methylmalonyl-coa epimerase-like protein OS=Leishmania infantum OX=5671 GN=LINF_260005200 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Methylmalonyl-CoA mutase OS=Leishmania infantum OX=5671 GN=LINF_270008100 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Methylthioribose-1-phosphate isomerase OS=Leishmania infantum OX=5671 GN=LinJ36.0740 PE=3 SV=1,5,0,0,0,0,2,0,0,0,0,0
Methyltransf_25 domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_28_2310 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Methyltransferase OS=Leishmania infantum OX=5671 GN=LINF_360031200 PE=3 SV=1,11,5,8,3,11,14,13,0,2,12,9
Methyltransferase_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_260025300 PE=4 SV=1,2,0,3,0,0,4,0,0,0,4,0
Methyltransferase-like protein OS=Leishmania infantum OX=5671 GN=LINF_340033500 PE=4 SV=1,0,0,2,3,0,0,0,0,0,0,0
Mevalonate kinase OS=Leishmania infantum OX=5671 GN=LINF_310011000 PE=3 SV=1,0,0,7,0,6,2,3,0,6,4,0
MFS_transporter_-_putative OS=Leishmania infantum OX=5671 GN=LINF_030008800 PE=4 SV=1,0,0,0,0,0,7,0,0,0,0,0
MGT2 magnesium transporter OS=Leishmania infantum OX=5671 GN=MGT2 PE=3 SV=1,10,4,5,5,8,10,4,0,0,8,5
Microtubule-binding_protein_MIP-T3_-_putative OS=Leishmania infantum OX=5671 GN=LINF_210024900 PE=4 SV=2,6,0,0,0,0,5,0,0,0,6,0
MIF4G domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_10_1160 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mitochondrial ATP-dependent zinc metallopeptidase OS=Leishmania infantum OX=5671 GN=LINF_340016900 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mitochondrial carrier protein-like protein OS=Leishmania infantum OX=5671 GN=LINF_300016100 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mitochondrial import inner membrane translocase subunit TIM50 OS=Leishmania infantum OX=5671 GN=LINF_350020100 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mitochondrial pyruvate carrier OS=Leishmania infantum OX=5671 GN=LINF_140021100 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mitochondrial RNA binding protein 1 OS=Leishmania infantum OX=5671 GN=LINF_270017500 PE=4 SV=1,0,0,4,0,4,7,3,0,4,2,2
Mitochondrial RNA binding protein 2 OS=Leishmania infantum OX=5671 GN=LINF_090018500 PE=4 SV=1,5,0,5,0,3,7,3,0,5,0,2
Mitochondrial tryparedoxin OS=Leishmania infantum OX=5671 GN=TXN2 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mitochondrial_39-S_ribosomal_protein_L47_(MRP-L47 )_-_putative OS=Leishmania infantum OX=5671 GN=LINF_040007800 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mitochondrial_associated_ribonuclease_-_putative OS=Leishmania infantum OX=5671 GN=LINF_080008200 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mitochondrial_carrier_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_020012000 PE=3 SV=1,3,0,2,0,4,5,4,0,0,8,0
Mitochondrial_carrier_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_150006100 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mitochondrial_carrier_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_180018200 PE=3 SV=1,5,0,0,0,6,5,4,0,0,9,4
Mitochondrial_carrier_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190016500 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mitochondrial_chaperone_-_putative OS=Leishmania infantum OX=5671 GN=LINF_220015300 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mitochondrial_glycoprotein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_050013100 PE=4 SV=2,0,0,0,0,0,0,0,0,0,0,0
Mitochondrial_intermediate_peptidase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360053800 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mitochondrial_oligo_U_binding_protein_TBRGG1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300013200 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mitochondrial_phosphate_transporter_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350050100 PE=3 SV=1,13,0,12,0,22,26,22,9,0,24,12
Mitochondrial_processing_peptidase_-_beta_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350018700 PE=4 SV=1,44,10,26,10,47,78,49,22,8,55,33
Mitochondrial_processing_peptidase_alpha_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_130013600 PE=4 SV=1,25,0,16,0,25,56,37,7,0,33,12
Mitochondrial_processing_peptidase_alpha_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_210008800 PE=4 SV=1,10,0,4,0,13,34,6,7,0,17,14
Mitochondrial_protein_99_-_putative OS=Leishmania infantum OX=5671 GN=LINF_030011000 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mitochondrial_RNA_binding_complex_1_subunit OS=Leishmania infantum OX=5671 GN=LINF_330034300 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mitochondrial_RNA_binding_complex_1_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_210025900 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mitochondrial_RNA_binding_complex_1_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_250021900 PE=4 SV=1,5,6,13,12,9,5,4,0,12,0,5
Mitochondrial_RNA_binding_complex_1_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320031100 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mitochondrial_RNA_binding_complex_1_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330025800 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mitochondrial_RNA_binding_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310012100 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mitochondrial_RNA_binding_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320039300 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mitochondrial_RNA_binding_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330020200 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mitochondrial_RNA_binding_protein_-_putative OS=Leishmania infantum OX=5671 GN=RBP38 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mitochondrial_SSU_ribosomal_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_240013400 PE=4 SV=2,0,0,0,0,0,0,0,0,0,0,0
Mitochondrial_SSU_ribosomal_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270012300 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mitogen_activated_protein_kinase_-_putative OS=Leishmania infantum OX=5671 GN=MPK11 PE=4 SV=1,9,3,3,6,4,8,2,0,6,0,4
Mitogen-activated protein kinase OS=Leishmania infantum OX=5671 GN=LINF_240029400 PE=4 SV=1,3,0,0,0,0,4,0,0,0,0,0
Mitogen-activated protein kinase OS=Leishmania infantum OX=5671 GN=MPK3 PE=3 SV=1,9,3,6,8,6,4,3,0,9,4,2
Mitogen-activated_protein_kinase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300034500 PE=3 SV=1,0,0,0,0,0,3,0,0,2,0,0
Mitogen-activated_protein_kinase_10_-_putative OS=Leishmania infantum OX=5671 GN=LINF_100007100 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mitogen-activated_protein_kinase_kinase_-_putative OS=Leishmania infantum OX=5671 GN=MKK PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mitogen-activated_protein_kinase_kinase_kinase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190006300 PE=3 SV=1,9,2,4,6,5,10,4,0,5,4,5
Mitotic_cyclin_-_putative OS=Leishmania infantum OX=5671 GN=CYC3 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
MIX_protein OS=Leishmania infantum OX=5671 GN=LINF_080016900 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Mkiaa0324 protein-like protein OS=Leishmania infantum OX=5671 GN=LINF_360068000 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Molybdopterin_guanine_dinucleotide_synthesis_protein_B_-_putative OS=Leishmania infantum OX=5671 GN=LINF_250028800 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Monocarboxylate transporter-like protein OS=Leishmania infantum OX=5671 GN=LINF_050009800 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Monoglyceride_lipase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310017800 PE=4 SV=1,3,0,0,0,10,11,4,0,0,3,4
Monothiol_glutaredoxin_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350017400 PE=4 SV=1,4,0,0,0,0,0,0,0,0,0,0
MORN_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_200011200 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
MORN_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360046700 PE=4 SV=1,0,0,0,0,0,0,0,0,2,0,0
MORN_repeat-containing_protein_1 OS=Leishmania infantum OX=5671 GN=LINF_300038800 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
MRB1-associated_protein OS=Leishmania infantum OX=5671 GN=LINF_330036600 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
mRNA (guanine-N(7)-)-methyltransferase OS=Leishmania infantum OX=5671 GN=LINF_110010500 PE=3 SV=2,0,0,3,9,0,5,0,0,0,6,0
mRNA (guanine-N(7)-)-methyltransferase OS=Leishmania infantum OX=5671 GN=LINF_220005900 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
MSP_(Major_sperm_protein )_domain_containing_protein_-__putative OS=Leishmania infantum OX=5671 GN=LINF_090017900 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
MSP_(Major_sperm_protein )_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270028300 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Multifunctional fusion protein OS=Leishmania infantum OX=5671 GN=LINF_030006800 PE=3 SV=1,20,11,14,0,37,16,23,0,15,14,14
Multiprotein-bridging_factor_1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190006700 PE=4 SV=1,5,0,0,0,7,6,3,0,0,4,2
MYND zinc finger (ZnF) domain-like protein OS=Leishmania infantum OX=5671 GN=LINJ_05_0800 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
MYND_finger/SET_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_120017200 PE=4 SV=1,0,0,0,0,0,0,0,0,0,2,0
MYND_finger_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310023900 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
MYND_finger_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330031800 PE=4 SV=1,0,0,0,0,2,0,0,0,0,0,0
Myo-inositol/proton symporter (MIT) OS=Leishmania infantum OX=5671 GN=LINF_240011800 PE=3 SV=1,0,0,0,0,6,6,0,0,0,9,0
Myosin XXI OS=Leishmania infantum OX=5671 GN=LINF_320045900 PE=3 SV=1,11,4,7,6,6,11,2,12,0,12,10
"N(1),N(8)-bis(glutathionyl)spermidine reductase OS=Leishmania infantum OX=5671 GN=TRYR PE=1 SV=1",21,5,10,5,42,28,16,3,31,25,11
N(2)_-_N(2 )-dimethylguanosine_tRNA_methyltransferase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_130014300 PE=3 SV=1,2,0,9,8,0,2,4,0,4,0,0
Na/H antiporter-like protein OS=Leishmania infantum OX=5671 GN=LINF_230016100 PE=3 SV=1,0,0,2,4,0,0,0,0,0,6,0
N-acetylglucosamine-6-phosphate deacetylase OS=Leishmania infantum OX=5671 GN=LINF_360005300 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
N-acetyltransferase_B_complex_(NatB )_non_catalytic_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300010300 PE=3 SV=2,0,0,0,0,0,0,0,0,7,0,0
N-acetyltransferase_subunit_ARD1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_130007500 PE=4 SV=1,0,0,8,3,0,0,3,0,2,0,0
N-acetyltransferase_subunit_Nat1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360019100 PE=4 SV=1,15,19,38,52,17,11,23,0,42,7,2
NAD(P)-dependent steroid dehydrogenase-like protein OS=Leishmania infantum OX=5671 GN=LINF_060008800 PE=4 SV=1,5,0,0,0,3,0,3,0,0,4,0
NAD-dependent protein deacetylase OS=Leishmania infantum OX=5671 GN=SIR2RP1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0
NADH_dehydrogenase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360063500 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
NADH-cytochrome b5 reductase OS=Leishmania infantum OX=5671 GN=LINF_130015600 PE=3 SV=1,10,5,4,4,10,14,11,0,3,4,8
NADH-cytochrome b5 reductase OS=Leishmania infantum OX=5671 GN=LINF_150005400 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
NADH-cytochrome b5 reductase OS=Leishmania infantum OX=5671 GN=LINF_220013700 PE=3 SV=1,0,0,0,0,2,2,0,0,0,3,0
NADH-cytochrome_b5_reductase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_220013600 PE=4 SV=1,7,0,4,0,3,4,8,0,0,9,2
NADH-dependent_fumarate_reductase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350016700 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
NADP-dependent_alcohol_dehydrogenase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_230009000 PE=3 SV=1,31,13,5,11,33,29,22,12,20,50,18
NAD-specific glutamate dehydrogenase OS=Leishmania infantum OX=5671 GN=GDH PE=3 SV=2,3,3,14,10,49,10,42,0,52,0,9
"Nascent polypeptide associated complex subunit-like protein, copy 1 OS=Leishmania infantum OX=5671 GN=LINF_040012800 PE=4 SV=1",0,0,0,0,0,2,0,0,0,2,0
"Nascent polypeptide associated complex subunit-like protein, copy 2 OS=Leishmania infantum OX=5671 GN=LINJ_04_0760 PE=4 SV=1",0,0,0,0,0,0,0,0,0,0,0
Nascent polypeptide-associated complex subunit beta OS=Leishmania infantum OX=5671 GN=LINF_360046600 PE=3 SV=1,6,0,5,6,5,10,0,0,0,0,3
Nicotinate phosphoribosyltransferase OS=Leishmania infantum OX=5671 GN=LINF_330017000 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
NIMA/Nek_Serine/threonine-protein_kinase_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_020007900 PE=4 SV=1,0,0,0,0,0,0,0,0,0,2,0
NIPSNAP_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360043200 PE=3 SV=1,4,0,3,0,4,0,8,0,0,0,0
Nitrate_reductase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300011200 PE=4 SV=1,4,0,0,0,0,8,0,0,0,0,2
Nitrilase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_260028200 PE=4 SV=1,31,6,6,10,18,13,5,0,5,8,3
Nitroreductase_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360068100 PE=4 SV=1,7,4,0,0,3,4,2,3,0,3,5
NLI_interacting_factor-like_phosphatase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_140018500 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
NLI_interacting_factor-like_phosphatase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320006000 PE=4 SV=1,0,3,5,5,2,0,0,0,5,0,0
NLI_interacting_factor-like_phosphatase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350007000 PE=4 SV=1,6,7,7,8,8,7,5,0,5,4,5
NmrA-like_family/NADH(P)-binding/NAD_dependent_ep imerase/dehydratase_family/3-beta_hydroxysteroid_dehydrogen ase/isomerase_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340038800 PE=4 SV=1,0,0,0,0,2,4,0,0,0,0,0
Noc2p_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_180021700 PE=3 SV=1,11,10,15,5,6,0,4,0,7,0,0
Nodulation_protein_S_(NodS )/Methyltransferase_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_050016300 PE=4 SV=1,0,0,3,0,0,0,0,0,4,0,0
Nodulin-like domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_11_0680 PE=4 SV=1,7,0,0,0,7,19,3,0,5,9,6
Nodulin-like domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_29_1600 PE=4 SV=1,45,20,78,37,101,97,125,19,88,51,51
NOL1/NOP2/sun_family/FtsJ-like_methyltransferase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290033200 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
NOL1/NOP2/sun_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360028800 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Not1_N-terminal_domain_-_CCR4-Not_complex_component/NOT2_/_NOT3_/_NOT5_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_250025200 PE=3 SV=1,0,0,0,0,4,0,0,0,2,0,0
NPL4 domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_25_1320 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Nrap_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_180014700 PE=3 SV=2,3,3,3,4,6,0,0,0,4,2,0
N-terminal_conserved_domain_of_Nudc./CS_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_140009900 PE=4 SV=1,18,0,0,0,7,14,7,0,11,6,6
Nuclear receptor binding factor-like protein OS=Leishmania infantum OX=5671 GN=LINF_050010300 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Nuclear_movement_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300012100 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Nuclear_segregation_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320005100 PE=4 SV=1,6,14,21,18,10,4,6,2,5,13,4
Nuclear_transport_factor_2_-_putative OS=Leishmania infantum OX=5671 GN=LINF_100015200 PE=4 SV=1,5,0,0,0,6,6,3,0,0,5,0
Nucleobase transporter OS=Leishmania infantum OX=5671 GN=NT3 PE=3 SV=1,26,0,0,0,18,28,0,0,9,3,2
Nucleobase transporter OS=Leishmania infantum OX=5671 GN=NT4 PE=3 SV=1,0,0,0,0,3,3,0,0,0,0,0
Nucleolar GTP-binding protein 1 OS=Leishmania infantum OX=5671 GN=LINF_330027200 PE=3 SV=1,9,5,0,0,6,2,8,0,9,4,0
Nucleolar GTP-binding protein 2 OS=Leishmania infantum OX=5671 GN=LINF_050009600 PE=3 SV=1,2,3,2,0,0,0,0,0,0,0,0
Nucleolar protein 10 OS=Leishmania infantum OX=5671 GN=LINF_360008600 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Nucleolar protein family a member-like protein OS=Leishmania infantum OX=5671 GN=LINF_340047600 PE=3 SV=1,2,0,4,0,0,2,0,0,8,2,3
Nucleolar_complex-associated_protein/CBF /Mak21_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360025200 PE=3 SV=1,2,0,0,0,0,0,0,0,0,0,0
Nucleolar_protein_56_-_putative OS=Leishmania infantum OX=5671 GN=LINF_100007300 PE=3 SV=1,11,21,28,25,8,3,10,0,14,16,0
Nucleoside diphosphate kinase OS=Leishmania infantum OX=5671 GN=ndpk PE=2 SV=1,59,22,23,33,54,57,39,17,46,33,52
Nucleoside phosphorylase-like protein OS=Leishmania infantum OX=5671 GN=LINF_100017200 PE=4 SV=1,4,0,0,0,0,2,0,0,0,0,0
Nucleoside_2-deoxyribosyltransferase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_230026500 PE=4 SV=1,12,3,3,6,8,16,3,0,10,9,10
Nucleoside_transporter_1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_150020200 PE=3 SV=2,18,11,22,12,17,29,20,10,26,16,7
Nucleosome assembly protein-like protein OS=Leishmania infantum OX=5671 GN=LINF_310024900 PE=3 SV=1,10,7,11,8,11,15,15,0,13,11,4
Nucleosome_assembly_protein_(NAP)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_200018100 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Nucleosome_assembly_protein_(NAP)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290031100 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Nucleosome_assembly_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190009300 PE=3 SV=1,13,5,10,0,13,18,12,0,11,4,9
NUDIX_hydrolase_3_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360045400 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Obg-like ATPase 1 OS=Leishmania infantum OX=5671 GN=LINF_270030700 PE=3 SV=1,6,0,0,3,4,6,3,2,3,5,3
OMPdecase OS=Leishmania infantum OX=5671 GN=LINF_160010700 PE=1 SV=1,11,8,10,9,9,10,2,0,3,11,4
Ornithine_decarboxylase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_120007900 PE=3 SV=1,4,0,0,0,2,0,0,0,3,0,0
OSM3-like_kinesin_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320012100 PE=3 SV=1,0,4,3,3,0,0,0,0,0,0,0
Oxidoreductase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360050900 PE=3 SV=1,9,6,4,6,7,11,9,2,7,9,6
Oxidoreductase-like protein OS=Leishmania infantum OX=5671 GN=LINF_130012100 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
p21-C-terminal_region-binding_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280025500 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
p25-alpha_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340022400 PE=3 SV=1,17,0,0,0,17,28,12,9,13,14,20
P27_protein_-_putative OS=Leishmania infantum OX=5671 GN=P27 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
PAB1-binding_protein__-_putative OS=Leishmania infantum OX=5671 GN=LINF_100018400 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Palmitoyltransferase OS=Leishmania infantum OX=5671 GN=LINF_090012300 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Palmitoyltransferase OS=Leishmania infantum OX=5671 GN=LINF_110017000 PE=3 SV=1,5,0,0,0,4,11,0,0,3,8,3
Palmitoyltransferase OS=Leishmania infantum OX=5671 GN=LINF_130011400 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Palmitoyltransferase OS=Leishmania infantum OX=5671 GN=LINF_230023600 PE=3 SV=1,22,0,0,0,17,23,6,2,3,14,14
Palmitoyltransferase OS=Leishmania infantum OX=5671 GN=LINF_300017300 PE=3 SV=1,0,0,0,0,0,3,0,3,0,0,0
Paraflagellar rod protein 2C OS=Leishmania infantum OX=5671 GN=LINF_160020200 PE=4 SV=1,15,10,12,10,10,14,14,3,16,16,6
Paraflagellar_rod_component_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330013000 PE=4 SV=1,13,5,3,0,13,13,8,4,8,5,9
Paraflagellar_rod_component_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360057300 PE=4 SV=1,8,0,0,0,0,9,0,0,0,0,2
Paraflagellar_rod_protein_1D_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290024300 PE=4 SV=1,13,5,12,8,7,20,16,4,16,13,10
Paralyzed_flagella_protein_16 OS=Leishmania infantum OX=5671 GN=LINF_200019300 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Paraquat-inducible_protein_A_-_putative OS=Leishmania infantum OX=5671 GN=LINF_260031700 PE=4 SV=1,17,0,3,9,18,33,40,0,7,9,29
Peptidase_m20/m25/m40_family-like_protein OS=Leishmania infantum OX=5671 GN=LINF_310026700 PE=4 SV=1,15,0,2,0,8,20,6,0,8,9,14
Peptidase_m20/m25/m40_family-like_protein OS=Leishmania infantum OX=5671 GN=LINF_330024500 PE=4 SV=1,7,0,0,0,2,7,0,0,0,0,6
Peptidase_T_-_putative_-_metallo-peptidase_-_ClanMH_-_family_M20B OS=Leishmania infantum OX=5671 GN=LINF_170008300 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Peptide deformylase OS=Leishmania infantum OX=5671 GN=LINJ_04_0820 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Peptide-methionine (S)-S-oxide reductase OS=Leishmania infantum OX=5671 GN=LINF_070018200 PE=3 SV=1,5,0,0,0,0,0,0,0,0,0,0
Peptidyl-prolyl cis-trans isomerase OS=Leishmania infantum OX=5671 GN=CYP10 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Peptidyl-prolyl cis-trans isomerase OS=Leishmania infantum OX=5671 GN=CYP11 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Peptidyl-prolyl cis-trans isomerase OS=Leishmania infantum OX=5671 GN=CYP2 PE=3 SV=1,10,0,5,0,9,10,12,5,3,13,12
Peptidyl-prolyl cis-trans isomerase OS=Leishmania infantum OX=5671 GN=CYP4 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Peptidyl-prolyl cis-trans isomerase OS=Leishmania infantum OX=5671 GN=CYP5 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Peptidyl-prolyl cis-trans isomerase OS=Leishmania infantum OX=5671 GN=CYPA PE=3 SV=1,57,36,22,25,35,67,42,24,30,46,50
Peptidyl-prolyl cis-trans isomerase OS=Leishmania infantum OX=5671 GN=PIN1 PE=4 SV=1,0,0,0,0,0,2,0,0,0,0,0
Peptidylprolyl isomerase OS=Leishmania infantum OX=5671 GN=LINF_100015600 PE=4 SV=1,4,0,0,0,2,9,0,0,0,0,4
Peptidylprolyl isomerase OS=Leishmania infantum OX=5671 GN=LINF_190014900 PE=4 SV=1,6,0,2,0,3,7,4,0,0,6,5
